Parttype (category),Parttype URL (category),Make,Make URL,Model,Model URL,Series,Year,Engine cc,Type,PartNumber
ブレーキパッドトップ,https://www.endless-sport.co.jp/products/brake_pad/index.html,Toyota,https://www.endless-sport.co.jp/products/brake_pad/TOYOTA_car_list.html,アルファード,https://www.endless-sport.co.jp/products/brake_pad/carlist/toyota/TOYOTA_arufado.html,,H27.1～,2500,AYH30W (ハイブリッド),"EP442
EP514"
ブレーキパッドトップ,https://www.endless-sport.co.jp/products/brake_pad/index.html,Toyota,https://www.endless-sport.co.jp/products/brake_pad/TOYOTA_car_list.html,アルファード,https://www.endless-sport.co.jp/products/brake_pad/carlist/toyota/TOYOTA_arufado.html,,H30.1～,3500,GGH30W/35W,"EP477
EP514"
ブレーキパッドトップ,https://www.endless-sport.co.jp/products/brake_pad/index.html,Toyota,https://www.endless-sport.co.jp/products/brake_pad/TOYOTA_car_list.html,アレックス,https://www.endless-sport.co.jp/products/brake_pad/carlist/toyota/TOYOTA_allex.html,,H13.1～H18.9,1500,NZE121/124 (リアドラム),"EP382
-"
ブレーキパッドトップ,https://www.endless-sport.co.jp/products/brake_pad/index.html,Toyota,https://www.endless-sport.co.jp/products/brake_pad/TOYOTA_car_list.html,アレックス,https://www.endless-sport.co.jp/products/brake_pad/carlist/toyota/TOYOTA_allex.html,,H13.1～H18.9,1800,ZZE123 (4輪ディスク),"EP380
EP381"
ブレーキパッドトップ,https://www.endless-sport.co.jp/products/brake_pad/index.html,Toyota,https://www.endless-sport.co.jp/products/brake_pad/TOYOTA_car_list.html,アレックス,https://www.endless-sport.co.jp/products/brake_pad/carlist/toyota/TOYOTA_allex.html,,H14.9～H18.9,1800,ZZE122/124,"EP382
-"
ブレーキパッドトップ,https://www.endless-sport.co.jp/products/brake_pad/index.html,Toyota,https://www.endless-sport.co.jp/products/brake_pad/TOYOTA_car_list.html,イスト,https://www.endless-sport.co.jp/products/brake_pad/carlist/toyota/TOYOTA_ist.html,,H14.5～H19.7,1500～,NCP61,"EP382
EP381"
ブレーキパッドトップ,https://www.endless-sport.co.jp/products/brake_pad/index.html,Toyota,https://www.endless-sport.co.jp/products/brake_pad/TOYOTA_car_list.html,イスト,https://www.endless-sport.co.jp/products/brake_pad/carlist/toyota/TOYOTA_ist.html,,H14.5～H19.7,1300～1500,NCP60/65 (リアドラム),"EP382
-"
ブレーキパッドトップ,https://www.endless-sport.co.jp/products/brake_pad/index.html,Toyota,https://www.endless-sport.co.jp/products/brake_pad/TOYOTA_car_list.html,イスト,https://www.endless-sport.co.jp/products/brake_pad/carlist/toyota/TOYOTA_ist.html,,H19.7～H28.5,1500～1800,NCP110 ZSP110 (リアドラム),"EP449
-"
ブレーキパッドトップ,https://www.endless-sport.co.jp/products/brake_pad/index.html,Toyota,https://www.endless-sport.co.jp/products/brake_pad/TOYOTA_car_list.html,イスト,https://www.endless-sport.co.jp/products/brake_pad/carlist/toyota/TOYOTA_ist.html,,H19.7～H28.5,1500,NCP115 (4WD),"EP449
EP434"
ブレーキパッドトップ,https://www.endless-sport.co.jp/products/brake_pad/index.html,Toyota,https://www.endless-sport.co.jp/products/brake_pad/TOYOTA_car_list.html,イプサム,https://www.endless-sport.co.jp/products/brake_pad/carlist/toyota/TOYOTA_ipsam.html,,H8.5～H13.5,2000,SXM10G/15G,"EP294
-"
ブレーキパッドトップ,https://www.endless-sport.co.jp/products/brake_pad/index.html,Toyota,https://www.endless-sport.co.jp/products/brake_pad/TOYOTA_car_list.html,イプサム,https://www.endless-sport.co.jp/products/brake_pad/carlist/toyota/TOYOTA_ipsam.html,,H13.5～H21.12,2400,ACM21W/26W,"EP405
EP385"
ブレーキパッドトップ,https://www.endless-sport.co.jp/products/brake_pad/index.html,Toyota,https://www.endless-sport.co.jp/products/brake_pad/TOYOTA_car_list.html,ヴァンガード,https://www.endless-sport.co.jp/products/brake_pad/carlist/toyota/TOYOTA_vangard.html,,H19.8～H25.11,2400,ACA33W(4WD),"EP459
EP460"
ブレーキパッドトップ,https://www.endless-sport.co.jp/products/brake_pad/index.html,Toyota,https://www.endless-sport.co.jp/products/brake_pad/TOYOTA_car_list.html,ヴァンガード,https://www.endless-sport.co.jp/products/brake_pad/carlist/toyota/TOYOTA_vangard.html,,H20.8～H25.11,2400,ACA38W(FF),"EP459
EP460"
ブレーキパッドトップ,https://www.endless-sport.co.jp/products/brake_pad/index.html,Toyota,https://www.endless-sport.co.jp/products/brake_pad/TOYOTA_car_list.html,ヴァンガード,https://www.endless-sport.co.jp/products/brake_pad/carlist/toyota/TOYOTA_vangard.html,,H19.8～H25.11,3500,GSA33W,"EP459
EP460"
ブレーキパッドトップ,https://www.endless-sport.co.jp/products/brake_pad/index.html,Toyota,https://www.endless-sport.co.jp/products/brake_pad/TOYOTA_car_list.html,ウィッシュ,https://www.endless-sport.co.jp/products/brake_pad/carlist/toyota/TOYOTA_wish.html,,H15.1～H21.3,1800,ZNE10G (リアドラム),"EP404
-"
ブレーキパッドトップ,https://www.endless-sport.co.jp/products/brake_pad/index.html,Toyota,https://www.endless-sport.co.jp/products/brake_pad/TOYOTA_car_list.html,ウィッシュ,https://www.endless-sport.co.jp/products/brake_pad/carlist/toyota/TOYOTA_wish.html,,H15.1～H21.3,1800,ZNE10G/14G (4輪ディスク),"EP404
EP397"
ブレーキパッドトップ,https://www.endless-sport.co.jp/products/brake_pad/index.html,Toyota,https://www.endless-sport.co.jp/products/brake_pad/TOYOTA_car_list.html,ウィッシュ,https://www.endless-sport.co.jp/products/brake_pad/carlist/toyota/TOYOTA_wish.html,,H15.4～H21.3,1800,ANE10G/11W (4輪ディスク),"EP404
EP397"
ブレーキパッドトップ,https://www.endless-sport.co.jp/products/brake_pad/index.html,Toyota,https://www.endless-sport.co.jp/products/brake_pad/TOYOTA_car_list.html,ウィッシュ,https://www.endless-sport.co.jp/products/brake_pad/carlist/toyota/TOYOTA_wish.html,,H17.9～H21.3,1800～2000,ANE10G/11W  ZNE10G/14G (4輪ディスク),"EP404
EP397"
ブレーキパッドトップ,https://www.endless-sport.co.jp/products/brake_pad/index.html,Toyota,https://www.endless-sport.co.jp/products/brake_pad/TOYOTA_car_list.html,ウィッシュ,https://www.endless-sport.co.jp/products/brake_pad/carlist/toyota/TOYOTA_wish.html,,H21.3～H29.10,1800～2000,ZGE20W ZGE25G/W ZGE21G ZGE22W,"EP449
EP397"
ブレーキパッドトップ,https://www.endless-sport.co.jp/products/brake_pad/index.html,Toyota,https://www.endless-sport.co.jp/products/brake_pad/TOYOTA_car_list.html,ウィッシュ,https://www.endless-sport.co.jp/products/brake_pad/carlist/toyota/TOYOTA_wish.html,,H21.3～H29.10,1800,ZGE20G (リアドラム),"EP449
-"
ブレーキパッドトップ,https://www.endless-sport.co.jp/products/brake_pad/index.html,Toyota,https://www.endless-sport.co.jp/products/brake_pad/TOYOTA_car_list.html,ヴィッツ,https://www.endless-sport.co.jp/products/brake_pad/carlist/toyota/TOYOTA_vitz.html,,H11.1～H17.1,1000～1300,SCP10/13 NCP10/15 (リアドラム),"EP371
-"
ブレーキパッドトップ,https://www.endless-sport.co.jp/products/brake_pad/index.html,Toyota,https://www.endless-sport.co.jp/products/brake_pad/TOYOTA_car_list.html,ヴィッツ,https://www.endless-sport.co.jp/products/brake_pad/carlist/toyota/TOYOTA_vitz.html,,H12.11～H17.1,1300～1500,NCP10/13 (RS･4輪ディスク),"EP382
EP381"
ブレーキパッドトップ,https://www.endless-sport.co.jp/products/brake_pad/index.html,Toyota,https://www.endless-sport.co.jp/products/brake_pad/TOYOTA_car_list.html,ヴィッツ,https://www.endless-sport.co.jp/products/brake_pad/carlist/toyota/TOYOTA_vitz.html,,H17.2～H22.12,1300～1500,SCP90 NCP91 (RS除く) NCP95 KSP90,"EP435
ES2383"
ブレーキパッドトップ,https://www.endless-sport.co.jp/products/brake_pad/index.html,Toyota,https://www.endless-sport.co.jp/products/brake_pad/TOYOTA_car_list.html,ヴィッツ,https://www.endless-sport.co.jp/products/brake_pad/carlist/toyota/TOYOTA_vitz.html,,H17.2～H22.12,1500,NCP91 (RS),"EP433
EP434"
ブレーキパッドトップ,https://www.endless-sport.co.jp/products/brake_pad/index.html,Toyota,https://www.endless-sport.co.jp/products/brake_pad/TOYOTA_car_list.html,ヴィッツ,https://www.endless-sport.co.jp/products/brake_pad/carlist/toyota/TOYOTA_vitz.html,,H22.12～H24.5,1000～1300,KSP130 NSP130,"EP382
-"
ブレーキパッドトップ,https://www.endless-sport.co.jp/products/brake_pad/index.html,Toyota,https://www.endless-sport.co.jp/products/brake_pad/TOYOTA_car_list.html,ヴィッツ,https://www.endless-sport.co.jp/products/brake_pad/carlist/toyota/TOYOTA_vitz.html,,H22.12～H25.6,1300,NSP135 NCP131 (RS除く),"EP435
ES2383"
ブレーキパッドトップ,https://www.endless-sport.co.jp/products/brake_pad/index.html,Toyota,https://www.endless-sport.co.jp/products/brake_pad/TOYOTA_car_list.html,ヴィッツ,https://www.endless-sport.co.jp/products/brake_pad/carlist/toyota/TOYOTA_vitz.html,,H24.5～R2.3,1000～1300,KSP130 NSP130,"EP435
-"
ブレーキパッドトップ,https://www.endless-sport.co.jp/products/brake_pad/index.html,Toyota,https://www.endless-sport.co.jp/products/brake_pad/TOYOTA_car_list.html,ヴィッツ,https://www.endless-sport.co.jp/products/brake_pad/carlist/toyota/TOYOTA_vitz.html,,H22.12～R2.3,1500,NCP131 (RS･RS G'S),"EP433
EP434"
ブレーキパッドトップ,https://www.endless-sport.co.jp/products/brake_pad/index.html,Toyota,https://www.endless-sport.co.jp/products/brake_pad/TOYOTA_car_list.html,ヴィッツ,https://www.endless-sport.co.jp/products/brake_pad/carlist/toyota/TOYOTA_vitz.html,,H25.6～R2.3,1300,NSP135 NCP131 (RS除く),"EP435
-"
ブレーキパッドトップ,https://www.endless-sport.co.jp/products/brake_pad/index.html,Toyota,https://www.endless-sport.co.jp/products/brake_pad/TOYOTA_car_list.html,ヴィッツ,https://www.endless-sport.co.jp/products/brake_pad/carlist/toyota/TOYOTA_vitz.html,,H22.12～R2.3,1500,NCP131 (GRMN ターボ),"EP527
EP434"
ブレーキパッドトップ,https://www.endless-sport.co.jp/products/brake_pad/index.html,Toyota,https://www.endless-sport.co.jp/products/brake_pad/TOYOTA_car_list.html,ヴィッツ,https://www.endless-sport.co.jp/products/brake_pad/carlist/toyota/TOYOTA_vitz.html,,H29.1～R2.3,1500,NHP130 (ハイブリッド･GRスポーツ),"EP476
-"
ブレーキパッドトップ,https://www.endless-sport.co.jp/products/brake_pad/index.html,Toyota,https://www.endless-sport.co.jp/products/brake_pad/TOYOTA_car_list.html,ヴィッツ,https://www.endless-sport.co.jp/products/brake_pad/carlist/toyota/TOYOTA_vitz.html,,H29.9～R2.3,1500,NCP131 (GR･GRスポーツ),"EP433
EP434"
ブレーキパッドトップ,https://www.endless-sport.co.jp/products/brake_pad/index.html,Toyota,https://www.endless-sport.co.jp/products/brake_pad/TOYOTA_car_list.html,ヴィッツ,https://www.endless-sport.co.jp/products/brake_pad/carlist/toyota/TOYOTA_vitz.html,,H29.11～R2.3,1800,NCP131 (GRMN スーパーチャージャー),"EP527
EP528"
ブレーキパッドトップ,https://www.endless-sport.co.jp/products/brake_pad/index.html,Toyota,https://www.endless-sport.co.jp/products/brake_pad/TOYOTA_car_list.html,WiLL Vi,https://www.endless-sport.co.jp/products/brake_pad/carlist/toyota/TOYOTA_will_vi.html,,H12.1～H14.4,1300～,NCP19 (リアドラム),"EP382
-"
ブレーキパッドトップ,https://www.endless-sport.co.jp/products/brake_pad/index.html,Toyota,https://www.endless-sport.co.jp/products/brake_pad/TOYOTA_car_list.html,WiLL VS,https://www.endless-sport.co.jp/products/brake_pad/carlist/toyota/TOYOTA_will_vs.html,,H13.4～H16.4,1800～,ZZE129 (リアドラム),"EP382
-"
ブレーキパッドトップ,https://www.endless-sport.co.jp/products/brake_pad/index.html,Toyota,https://www.endless-sport.co.jp/products/brake_pad/TOYOTA_car_list.html,WiLL VS,https://www.endless-sport.co.jp/products/brake_pad/carlist/toyota/TOYOTA_will_vs.html,,H13.4～H16.4,1800～,ZZE128,"EP380
EP381"
ブレーキパッドトップ,https://www.endless-sport.co.jp/products/brake_pad/index.html,Toyota,https://www.endless-sport.co.jp/products/brake_pad/TOYOTA_car_list.html,WiLL VS,https://www.endless-sport.co.jp/products/brake_pad/carlist/toyota/TOYOTA_will_vs.html,,H13.4～H16.4,1800～,ZZE127,"EP382
EP381"
ブレーキパッドトップ,https://www.endless-sport.co.jp/products/brake_pad/index.html,Toyota,https://www.endless-sport.co.jp/products/brake_pad/TOYOTA_car_list.html,WiLL サイファ,https://www.endless-sport.co.jp/products/brake_pad/carlist/toyota/TOYOTA_will_saifa.html,,H14.10～H17.7,1300～1500,NCP70/75 (リアドラム),"EP382
-"
ブレーキパッドトップ,https://www.endless-sport.co.jp/products/brake_pad/index.html,Toyota,https://www.endless-sport.co.jp/products/brake_pad/TOYOTA_car_list.html,ウィンダム,https://www.endless-sport.co.jp/products/brake_pad/carlist/toyota/TOYOTA_windom.html,,H3.10～H8.8,2500～3000,VCV10/11,"EP225
EP168"
ブレーキパッドトップ,https://www.endless-sport.co.jp/products/brake_pad/index.html,Toyota,https://www.endless-sport.co.jp/products/brake_pad/TOYOTA_car_list.html,ウィンダム,https://www.endless-sport.co.jp/products/brake_pad/carlist/toyota/TOYOTA_windom.html,,H8.8～H11.8,2500～3000,MCV20/21,"EP360
EP168"
ブレーキパッドトップ,https://www.endless-sport.co.jp/products/brake_pad/index.html,Toyota,https://www.endless-sport.co.jp/products/brake_pad/TOYOTA_car_list.html,ウィンダム,https://www.endless-sport.co.jp/products/brake_pad/carlist/toyota/TOYOTA_windom.html,,H11.8～H13.8,2500～3000,MCV20/21,"EP360
-"
ブレーキパッドトップ,https://www.endless-sport.co.jp/products/brake_pad/index.html,Toyota,https://www.endless-sport.co.jp/products/brake_pad/TOYOTA_car_list.html,ウィンダム,https://www.endless-sport.co.jp/products/brake_pad/carlist/toyota/TOYOTA_windom.html,,H13.8～H18.3,3000～,MCV30,"EP403
EP397"
ブレーキパッドトップ,https://www.endless-sport.co.jp/products/brake_pad/index.html,Toyota,https://www.endless-sport.co.jp/products/brake_pad/TOYOTA_car_list.html,ヴェルファイア,https://www.endless-sport.co.jp/products/brake_pad/carlist/toyota/TOYOTA_vellfire.html,,H20.5～H27.1,2400～3500,ANH20W/ANH25W GGH20W/GGH25W,"EP442
EP443"
ブレーキパッドトップ,https://www.endless-sport.co.jp/products/brake_pad/index.html,Toyota,https://www.endless-sport.co.jp/products/brake_pad/TOYOTA_car_list.html,ヴェルファイア,https://www.endless-sport.co.jp/products/brake_pad/carlist/toyota/TOYOTA_vellfire.html,,H23.11～H27.1,2400,ATH20W (ハイブリッド),"EP442
EP443"
ブレーキパッドトップ,https://www.endless-sport.co.jp/products/brake_pad/index.html,Toyota,https://www.endless-sport.co.jp/products/brake_pad/TOYOTA_car_list.html,ヴェルファイア,https://www.endless-sport.co.jp/products/brake_pad/carlist/toyota/TOYOTA_vellfire.html,,H24.11～H27.1,2400～3500,ANH20W GGH20W (G's),"EP477
EP443"
ブレーキパッドトップ,https://www.endless-sport.co.jp/products/brake_pad/index.html,Toyota,https://www.endless-sport.co.jp/products/brake_pad/TOYOTA_car_list.html,ヴェルファイア,https://www.endless-sport.co.jp/products/brake_pad/carlist/toyota/TOYOTA_vellfire.html,,H27.1～,2500,AGH30W/AGH35W,"EP442
EP514"
ブレーキパッドトップ,https://www.endless-sport.co.jp/products/brake_pad/index.html,Toyota,https://www.endless-sport.co.jp/products/brake_pad/TOYOTA_car_list.html,ヴェルファイア,https://www.endless-sport.co.jp/products/brake_pad/carlist/toyota/TOYOTA_vellfire.html,,H27.1～H29.12,3500,GGH30W/GGH35W,"EP442
EP514"
ブレーキパッドトップ,https://www.endless-sport.co.jp/products/brake_pad/index.html,Toyota,https://www.endless-sport.co.jp/products/brake_pad/TOYOTA_car_list.html,ヴェルファイア,https://www.endless-sport.co.jp/products/brake_pad/carlist/toyota/TOYOTA_vellfire.html,,H27.1～,2500,AYH30W (ハイブリッド),"EP442
EP514"
ブレーキパッドトップ,https://www.endless-sport.co.jp/products/brake_pad/index.html,Toyota,https://www.endless-sport.co.jp/products/brake_pad/TOYOTA_car_list.html,ヴェルファイア,https://www.endless-sport.co.jp/products/brake_pad/carlist/toyota/TOYOTA_vellfire.html,,H30.1～,3500,GGH30W/35W,"EP477
EP514"
ブレーキパッドトップ,https://www.endless-sport.co.jp/products/brake_pad/index.html,Toyota,https://www.endless-sport.co.jp/products/brake_pad/TOYOTA_car_list.html,ヴェロッサ,https://www.endless-sport.co.jp/products/brake_pad/carlist/toyota/TOYOTA_verossa.html,,H13.7～H16.4,2000～2500,JZX110 (NA) GX110,"EP380
EP354"
ブレーキパッドトップ,https://www.endless-sport.co.jp/products/brake_pad/index.html,Toyota,https://www.endless-sport.co.jp/products/brake_pad/TOYOTA_car_list.html,ヴェロッサ,https://www.endless-sport.co.jp/products/brake_pad/carlist/toyota/TOYOTA_verossa.html,,H13.7～H16.4,2000,GX115,"EP225
EP354"
ブレーキパッドトップ,https://www.endless-sport.co.jp/products/brake_pad/index.html,Toyota,https://www.endless-sport.co.jp/products/brake_pad/TOYOTA_car_list.html,ヴェロッサ,https://www.endless-sport.co.jp/products/brake_pad/carlist/toyota/TOYOTA_verossa.html,,H13.7～H16.4,2500,JZX110 (ターボ),"EP292
EP354"
